,TMDB_ID,Name,Birthday,Deathday,Gender,Place of Birth,Popularity
1286542,1286542,Lee Schall,,,0,,2e-06
1286553,1286553,Nick Riedell,,,0,,1e-06
1286554,1286554,Lydia Genner,,,0,,0.4
1286555,1286555,Michael Goldfine,,,0,,0.002722
1286589,1286589,Mandy Grant-Grierson,,,0,,7.3e-05
1286590,1286590,Richard W. King,,,0,,0
1240248,1240248,Donovan Patton,1978-03-01,,0,Guam,0.001161
216455,216455,Alicia Minshew,,,0,,6.3e-05
1494433,1494433,William J. Stribling,,,0,,1e-06
1524004,1524004,Jonathan Weisbrod,,,0,,0.24
1524005,1524005,Judy White,,,0,,0.0468
1170554,1170554,Evabritt Strandberg,1943-04-07,,0," Stockholm, Stockholms län, Sweden",0
1285329,1285329,Joni Francéen,,,0,,0
111352,111352,Henrik Hellström,,,0,,0.12
964549,964549,Madhur Mittal,1987,,2,,0.001601
225163,225163,Pitobash,,,0,,4.9e-05
1310760,1310760,Ki Hong Lee,1986-09-30,,2,Seoul - South Korea,3.210927
1389339,1389339,Blake Cooper,2001,,2,"Atlanta, Georgia, USA",0.693253
1036196,1036196,Dexter Darden,1991-06-24,,2,Camden - New Jersey - USA,0.014509
969045,969045,Chris Sheffield,1988-07-13,,2,Arlington - Texas - USA,0.024396
970561,970561,Joe Adler,,,0,,0.000395
1179066,1179066,Wes Ball,,,0,,2.36781
1257095,1257095,Grant Pierce Myers,,,0,,0.137591
1227160,1227160,Noah Oppenheim,,,0,,0.571912
1257144,1257144,T.S. Nowlin,,,0,,1.662835
1257087,1257087,James Dashner,,,0,,1.106623
1344843,1344843,Nancy Breaux,,,0,,0.029635
974317,974317,Kate Upton,1992-06-10,,1,"St. Joseph, Missouri, USA",4.380187
210271,210271,Taylor Kinney,1981-07-15,,2,"Lancaster, Pennsylvania, USA",1.044215
968660,968660,Nicki Minaj,1982-12-08,,1,"Port of Spain, Trinidad, Trinidad and Tobago",0.14901
1031261,1031261,Alyshia Ochse,1980-11-02,,1,,6e-06
1577501,1577501,Kenneth Maharaj,,,2,,0.01512
1173989,1173989,Melissa Stack,,,0,,3.4e-05
1287272,1287272,Kalinka Pétrie,,,1,,5.2e-05
207881,207881,Kwasi Songui,,,2,,0.06853
231517,231517,Ayisha Issa,,,0,,0.236874
928490,928490,Camille Delamarre,,,0,,0.007044
1792506,1792506,Stéphane Moreno Carpio,,,0,,0.004536
1453951,1453951,Laurence Andrews,,,0,,0.192
1370749,1370749,Craig Berry,,,0,,0.001898
1453961,1453961,Rachael Byrne,,,0,,1.3e-05
1206042,1206042,Sharon Colman,,,0,,2e-06
1453967,1453967,Vernessa Cook,,,0,,0.001905
1453968,1453968,Gareth Cowen,,,0,,0.072
1453970,1453970,Omar Dabbagh,,,0,,1e-06
1453986,1453986,D. Edwardz,,,0,,0
577467,577467,Tim Gaul,,,0,,0.00381
1454010,1454010,Scott Hurney,,,0,,0.01512
61955,61955,Igor Khait,,,0,,0.6136
213596,213596,Clemens Schick,1972-02-15,,0,"Tübingen, Baden-Württemberg, Germany",0.007721
1262084,1262084,Jesuíta Barbosa,1991-07-26,,2,"Salgueiro, Pernambuco, Brazil",0.000169
73575,73575,Sophie Charlotte Conrad,,,1,,0.422783
1154127,1154127,Demick Lopes,,,0,,0.000119
1119832,1119832,Natascha Paulick,1970,,1,"Halle an der Saale, Germany",8.8e-05
34297,34297,Ingo Naujoks,1962-03-01,,2,"Bochum, Germany",1.896541
144344,144344,Emily Cox,1985-02-23,,1,,0.005578
55018,55018,Karim Aïnouz,1966-01-17,,2,,0.06552
1004714,1004714,Felipe Bragança,,,0,,0.00381
1050896,1050896,Marco Dutra,,,0,,0.004854
1775629,1775629,Frank Wiemann,,,0,,0.12
931944,931944,Ellar Coltrane,1994-08-27,,2," Austin, Texas, USA",0.36504
1467501,1467501,Elijah Smith,,,0,,0.572551
1467504,1467504,Bonnie Cross,,,0,,1.1e-05
1467505,1467505,Sydney Orta,,,0,,3e-06
2857,2857,Libby Villari,1951-11-17,,0,North Carolina - USA,8e-06
994259,994259,Marco Perella,1949-05-18,,2,"Houston, Texas, U.S.A.",0.000106
1328184,1328184,Ashley Shelton,,,0,,2e-06
1328185,1328185,Linds Edwards,,,0,,0.000624
1328186,1328186,Amy Hubbard,,,0,,0.001905
1328187,1328187,Lauren Lazarus,,,0,,0
1328188,1328188,Emily Soleil,,,0,,2e-06
1328180,1328180,Paul Harrill,,,0,,3.7e-05
1226921,1226921,Tristan Gemmill,,,0,,0.027518
1283870,1283870,Daniel Wilde,,,0,,1.1e-05
1279513,1279513,Xavier Atkins,,,0,,0.000172
1283871,1283871,Oliver Stark,1991-06-27,,2,"London, England, UK",0.114729
558177,558177,Jonathan Newman,1972-09-01,,2,,0.000801
1222839,1222839,Christian Taylor,,,0,,0.000728
936384,936384,Matthew Huffman,,,0,,0.000409
1354490,1354490,G.P. Taylor,,,0,,0.12
1530263,1530263,Amanda Lean,,,0,,0
1291958,1291958,Tawanda Manyimo,,,0,,0.019939
75131,75131,Nash Edgerton,1973-01-19,,0,,0.958063
75540,75540,Gillian Jones,1947-04-19,,1,,0.000116
79091,79091,Richard Green,,,0,,0.000801
1188465,1188465,Mojgan Khadem,,,0,,0.156
1107189,1107189,Mark Helprin,,,0,,0.004224
1266054,1266054,Evelina Turen,,,1,,0.52
1211000,1211000,Tom Gormican,,,0,,0
226077,226077,Frédéric Dorkel,,,0,,0.085114
1324371,1324371,Jason François,,,0,,0.4704
1324372,1324372,Mickaël Dauber,,,0,,1e-06
1324373,1324373,Moïse Dorkel,,,0,,0.003734
1324374,1324374,Joseph Dorkel,,,0,,0.021168
226076,226076,Jean-Charles Hue,,,0,,0.556
1324375,1324375,Salvatore Lista,,,0,,0.52
1316322,1316322,Zsófia Psotta,,,0,,1e-06
1093080,1093080,Sándor Zsótér,1961-06-20,,2,"Budapest, Hungary",0.4704
1316323,1316323,Lili Horváth,,,0,,0.00324
1012248,1012248,Thuróczy Szabolcs,1971-12-24,,2,"Nyíregyháza, Hungary",1e-06
1036329,1036329,Lili Monori,1945-10-10,,0,"Törökszentmiklós, Hungary",0.000826
1036394,1036394,Gergely Bánki,,,0,,0
1093081,1093081,Tamás Polgár,,,0,,0.001905
144495,144495,Orsolya Tóth,1981-11-20,,0,,0.313265
1803374,1803374,Károly Ascher,,,0,,6e-06
56206,56206,Kornél Mundruczó,1975-04-03,,2,,0.6712
1056161,1056161,Viktória Petrányi,,,0,,0.4
1093082,1093082,Kata Wéber,,,0,,0
1060671,1060671,Agyness Deyn,1983-02-16,,1,"Littleborough, UK",0.641016
93848,93848,Julian Firth,1960-03-12,,2,"London, England, UK",0.135773
123496,123496,Ben Batt,,,0,"Wigan, Lancashire, England, UK",0
209373,209373,Bryn Higgins,,,0,,3.1e-05
1637883,1637883,Sukey Fisher,,,0,,0.556
202850,202850,Imani Hakim,1993-08-12,,1,"Cleveland, Ohio, USA",0.001057
1297318,1297318,Sydney Mikayla,,,0,,6e-05
27236,27236,Gregg Champion,,,2,,0.7336
1212231,1212231,Sterling Anderson,,,0,,4.9e-05
964415,964415,Zoë Belkin,1993-05-03,,1,Toronto - Ontario - Canada,0.363619
1388314,1388314,Stephan James,1993-12-16,,0,Toronto - Ontario - Canada,0.002196
52705,52705,Zak Santiago,1981-01-03,,2,"Vancouver, British Columbia, Canada",0.021168
124334,124334,Stanley M. Brooks,,,0,,0.000801
75946,75946,Fab Filippo,1973-11-30,,2,,0.030703
1506528,1506528,Adam Till,,,2,,0.8
90514,90514,Birgitte Hjort Sørensen,1982-01-16,,1,Denmark,1.056159
119953,119953,Gabe Ibáñez,,,0,,0.004304
1355193,1355193,Igor Legarreta,,,0,,4.1e-05
1355194,1355194,Javier Sánchez Donate,,,0,,1e-06
87265,87265,Tenoch Huerta,,,0,,0.802673
1050107,1050107,Leonardo Ortizgris,,,0,,0.4
1201584,1201584,Sebastián Aguirre,1998-05-01,,2,"Ciudad de México, México",0.000497
1304459,1304459,Ilse Salas,,,0,,6e-06
1197398,1197398,Sophie Alexander-Katz,1978-05-20,,1,"Ciudad de México, México",0.001142
1439157,1439157,Raúl Briones,,,0,,1e-06
553140,553140,Laura Almela,,,1,,0
1544228,1544228,Camila Lora,,,0,,3.1e-05
1309792,1309792,Marcelo Tobar,,,0,,0
1544229,1544229,Alfonso Charpener,,,0,,0.4
1305360,1305360,Alonso Ruiz Palacios,,,0,,0.019656
1305361,1305361,Alonso Ruizpalacios,,,0,,3.7e-05
571418,571418,Kristofer Hivju,1978-12-07,,2,"Oslo, Norway",0.391849
66027,66027,Sergej Trifunović,1972-09-02,,2,"Mostar, Bosnia & Herzegovina, Yugoslavia",2.38421
95972,95972,Hans Petter Moland,,,0,"Oslo, Norway",0.072311
1421233,1421233,Michael Burstin,,,0,,0.000626
1106029,1106029,Elie Wajeman,,,0,,0.4
97085,97085,Stéphane De Groodt,1966-03-03,,2,"Bruxelles, Belgium",6e-05
21960,21960,Israel Horovitz,1939-03-31,,2,,0
1267831,1267831,Nicolas Bouchaud,,,0,,0.004536
163013,163013,Cathryn de Prume,,,0,,2.4e-05
215843,215843,Max Carver,1988-08-01,,2,"San Francisco, California, USA",0.57207
1322687,1322687,Beckett Gandolfi,,,0,,8.8e-05
1322689,1322689,Katarina Garcia,,,0,,9e-06
1232745,1232745,Zaraah Abrahams,1987-01-07,,1,"Lambeth, London, England, UK",0.000116
1333665,1333665,Elvis Nolasco,,,2,"New York, New York, U.S.A.",3e-06
1224596,1224596,Felicia Pearson,1980-05-18,,1,"Baltimore, Maryland, USA",0.88
1333666,1333666,Steven Hauck,,,2,,0.002401
1333667,1333667,Lauren Macklin,,,0,,8.3e-05
1103727,1103727,Paul Eenhoorn,,,0,,0
1287561,1287561,Earl Lynn Nelson,,,0,,0.098784
1287562,1287562,Karrie Crouse,,,0,,0
1287563,1287563,Elizabeth McKee,,,0,,0.001905
1287564,1287564,Alice Olivia Clarke,,,0,,0.000801
1287565,1287565,Emmsjé Gauti,,,0,,4e-06
1377167,1377167,Daníel Gylfason,,,0,,0.8
1377169,1377169,Þrúður Kristjánsdóttir,,,0,,0
1377171,1377171,Arnar Guðmundsson,,,0,,0
1377176,1377176,Magnús Kr. Guðmundsson,,,0,,0.168
545053,545053,Aaron Katz,1981-10-29,,2,"Portland, Oregon, USA",3.2e-05
1016134,1016134,Martha Stephens,,,0,,0
1301463,1301463,Armando Valdés Freyre,,,0,,0.00324
1301464,1301464,Alina Rodríguez,,,1,"Havana, Cuba",0.12
970350,970350,Yuliet Cruz,,,1,,4e-05
945834,945834,Silvia Águila,,,1,,0.156
1657337,1657337,Armando Miguel Gómez,,,0,,0
1809307,1809307,Idalmis Garc,,,0,,0
1044153,1044153,Tomás Cao,,,2,,0
1044154,1044154,Roque Moreno,,,0,,0
1809308,1809308,Anniet Porte,,,0,,0
234616,234616,Héctor Noas,,,2,,6e-06
1071946,1071946,Ernesto Daranas,,,2,,0
29934,29934,Brett Rice,,,2,,0.105713
1385043,1385043,Jackson Frazer,,,0,,0.1668
1378130,1378130,Samara Lee,,,0,,1.2
68928,68928,E. Max Frye,,,0,,0.004974
1329537,1329537,Sophie Curtis,,,1,,0.4
27103,27103,Graham Phillips,1993-04-14,,2,"Norwalk, Ohio, USA",0.3182
1355719,1355719,Sarah Sutherland,1988-02-18,,0,,0.0504
1358460,1358460,Annie Q.,,,1,,0.009398
69748,69748,Tristine Skyler,1971-07-27,,1,"New York City, New York, USA",0.844872
1355722,1355722,Jane Mendelsohn,,,0,,1.3e-05
1587728,1587728,James Pasierbowicz,,,0,,0.000343
1587729,1587729,Jim Pasierbowicz,,,0,,0
1587730,1587730,Julia Striegel,,,0,,0
1587731,1587731,Keyra Smith,,,0,,0.24
1587732,1587732,Kristian Plummer,,,0,,0.156
1587733,1587733,Amanda Pasierbowicz,,,0,,0
1587734,1587734,Judy Pasierbowicz,,,0,,1e-06
1587736,1587736,Anna Tarter,,,0,,5.2e-05
1587735,1587735,Joan Pasierbowicz,,,0,,8.8e-05
1257563,1257563,Annet Mahendru,1989-08-21,,1,,0.686014
66511,66511,Michael Colton,,,0,,1.143522
66510,66510,John Aboud,1973-03-07,,0,,9e-05
1215723,1215723,Brandon Sawyer,,,0,,2.9e-05
143256,143256,Natalie Gold,1976-08-17,,1,"Miami, Florida, USA",6.2e-05
26039,26039,Victor Williams,1970-09-19,,2,Brooklyn - New York City - New York - USA,0.000116
1346223,1346223,Cristina J. Huie,,,0,,0.01512
1294270,1294270,Toshiko Onizawa,,,0,,0.53731
60195,60195,David Aaron Baker,1963-08-14,,2,Durham - North Carolina - USA,0.574827
148085,148085,Saverio Costanzo,,,0,,0
1346221,1346221,Marco Franzoso,,,0,,0.4
114843,114843,Claire van der Boom,,,1,"Broome, Western Australia",0.316057
1466175,1466175,Korey Jackson,,,0,,0.00062
1344349,1344349,Liza J. Bennett,,,0,,0.032038
1361163,1361163,Jill Ciment,,,0,,0.1008
1121635,1121635,Rebecca Dayan,,,1,,0.072
106321,106321,Will Janowitz,,,0,,0.000183
163917,163917,Julian Gamble,,,0,,0.0002
1330498,1330498,Rania Attieh,,,0,,0
1330499,1330499,Daniel Garcia,,,0,,0.0468
1133012,1133012,Nadia Hilker,1988-12-01,,0,,3.4e-05
229313,229313,Nick Nevern,1980-12-08,,2,"Exeter, Devon, England, UK",0.0003
1014696,1014696,Augie Duke,,,0,,3.9e-05
1159650,1159650,Jeremy Gardner,,,2,,2.2e-05
1074561,1074561,Vinny Curran,,,0,,0.000122
1323226,1323226,Holly Hawkins,,,0,,0.004094
149516,149516,Vanessa Bednar,,,1,,0.002038
1335207,1335207,Shane Brady,,,0,,0.0108
1335208,1335208,Kenzo Lee,,,0,,0
583479,583479,Aaron Moorhead,,,2,,2e-06
1074560,1074560,Justin Benson,,,2,,1e-06
1460841,1460841,Kristin Rapinchuk,,,0,,2e-06
961877,961877,Courtney Baxter,1993-10-20,,1,"West Chester, Pennsylvania, USA",0.001138
1355601,1355601,Dante Palminteri,,,0,,1e-06
1127625,1127625,Lilla Crawford,,,1,,0
1685994,1685994,Nick Pelham,,,0,,0
1315421,1315421,Claudio Tolcachir,,,0,,3e-06
92193,92193,Chico Diaz,1959-02-16,,0,,0.000184
1027869,1027869,Jorge Sesán,,,2,,0.002666
1086356,1086356,Julián Tello,,,0,,3.5e-05
1512431,1512431,Lautaro Vilo,,,0,,8.4e-05
1208240,1208240,Iván Steinhardt,,,0,,0.00648
50922,50922,Pablo Fendrik,,,2,,2e-06
1035800,1035800,Pablo Ramos,,,0,,0.4
1071974,1071974,Nerea Barros,1981-05-12,,0,"Santiago de Compostela, A Coruña, Galicia, Spain",9e-06
1413918,1413918,Salva Reina,,,0,,0.108
1271594,1271594,Jesús Castro,,,0,,0.031501
1271595,1271595,Cecilia Villanueva,,,0,,0
1413922,1413922,Juan Carlos Villanueva,,,0,,1.5e-05
6534,6534,Jesús Carroza,,,2,,0.000144
6521,6521,Alberto Rodríguez,,,0,,0.041489
6522,6522,Rafael Cobos,,,0,,0.00024
1149058,1149058,Paco R. Baños,,,0,,0.4
1288705,1288705,Bridey Elliott,,,1,,0.003361
1288706,1288706,Clare McNulty,,,0,,0.000172
1267216,1267216,Neil Casey,,,0,,2.5e-05
169244,169244,Peter Vack,1986-09-19,,2,"New York City, New York, USA",0.004302
225377,225377,Griffin Newman,1989-02-19,,0,New York City - New York - USA,0.024192
1041923,1041923,Jeffrey Scaperrotta,,,0,,0.029635
223879,223879,Reggie Watts,1972-03-23,,2,"Stuttgart, Baden-Württemberg, Germany",1.3796
1179822,1179822,Sarah-Violet Bliss,,,0,,1e-06
1288704,1288704,Charles Rogers,,,0,,0.12
1285174,1285174,Desiree Akhavan,1984-12-27,,1,"New York City, USA",0.001004
30616,30616,Rebecca Henderson,1980-06-04,,1,"Toronto, Ontario,  Canada",0.036
66580,66580,Scott Adsit,1965-11-26,,2,Northbrook - Illinois - USA,3.410716
1230147,1230147,Hooman Majd,,,0,,2e-06
457386,457386,Arian Moayed,,,2,,0.01404
144577,144577,Justine Cotsonas,1985-05-31,,1,Mineola - Long Island - New York - USA,4e-06
1427970,1427970,Daniella Rabbani,,,0,,0
1383785,1383785,James Claude Bristow,,,0,,0.000753
220573,220573,Sheila Vand,,,0,,0.084974
1289605,1289605,Arash Marandi,1984-07-28,,2,,0.000579
81839,81839,Mozhan Marnò,1980-05-03,,1,"Los Angeles, California, USA",0.004773
146411,146411,Dominic Rains,,,2,,0.000952
210814,210814,Rome Shadanloo,,,0,,2e-06
2004334,2004334,Masuka,,,0,,0
1409030,1409030,Milad Eghbali,,,0,,8e-06
1289604,1289604,Ana Lily Amirpour,1980,,1,,0.000144
221727,221727,James D. Rolfe,1980-07-10,,2,"Haddonfield, New Jersey, USA",0.003675
205791,205791,Sarah Glendening,1982-09-20,,1,,0.001361
8697,8697,Stephen Mendel,,,2,,1e-06
204408,204408,Helena Barrett,,,0,,2.9e-05
1047520,1047520,Nathan Barnatt,1981-02-02,,0,,2e-06
204131,204131,Jeremy Shada,1997-01-21,,2,"Boise, Idaho, USA",0.362337
59811,59811,Bear McCreary,,,2,,0.005403
212980,212980,Kevin Finn,,,0,,0
42663,42663,Robert Bathurst,1957-02-22,,2,"Accra, Gold Coast, Ghana",0.039058
62975,62975,Katy Wix,1980-02-28,,1,,1e-06
24613,24613,Jamie Glover,1969-07-10,,2,,0.017661
37437,37437,Caroline Langrishe,1958-01-10,,1,"London, England",2.586788
1405860,1405860,Matt McCooey,,,0,,0.0108
159993,159993,Carli Norris,,,0,,0.006796
204167,204167,Lucy Liemann,,,0,,0.002722
215055,215055,Steven Yeun,1983-12-21,,2,"Seoul, South Korea",1.663886
1232607,1232607,Venida Evans,1947-09-02,,0,Ypsilanti - Michigan - USA,1e-06
1422497,1422497,Crystal Anne Dickinson,,,1,,0.000262
1788827,1788827,Kashish,,,0,,0.12
1906606,1906606,Willy Friedman,,,0,,0.0216
1475204,1475204,Erika Sanz Corbacho,1981-05-27,,1,"  Madrid, Spain",1e-06
1400689,1400689,Nelly Tagar,,,0,,3e-06
1400690,1400690,Shani Klein,,,0,,0
1400691,1400691,Heli Twito,,,0,,5e-06
1400692,1400692,Meytal Gal,,,0,,0.24
1259976,1259976,Tamara Klingon,,,0,,4e-06
1400693,1400693,Yonit Tobi,,,0,,0.2352
562340,562340,Yuval Segal,1971-09-03,,2,,0.052851
1596258,1596258,Elad Semama,,,0,,0
1121487,1121487,Moshe Ashkenazi,,,0,,0.24
1305363,1305363,Talya Lavie,1978,,1,,0.1668
39017,39017,George Morfogen,1933-03-30,,2,,1e-06
95979,95979,Louise Stratten,1968-05-08,,0,Vancouver British Columbia Canada,0.006509
1318854,1318854,Anu Sinisalo,,,1,,1.251681
148047,148047,Wanda Dubiel,,,0,,0.03024
235901,235901,Rosa Salomaa,,,0,,0.00112
1068143,1068143,Samuli Valkama,,,0,,0
125588,125588,Anna-Leena Härkönen,,,0,,1.4e-05
1279249,1279249,Gijs Blom,,,0,,3e-06
934393,934393,Ko Zandvliet,,,0,,0
1279250,1279250,Jonas Smulders,,,0,,0.031525
43719,43719,Ton Kas,1959-02-22,,0,"Amsterdam, Noord-Holland, Netherlands",1.3e-05
1411063,1411063,Stijn Taverne,,,0,,0.003136
1479921,1479921,Myron Wouts,,,0,,0.000538
1210552,1210552,Ferdi Stofmeel,,,0,,9.8e-05
1786021,1786021,Lotte Razoux Schultz,,,0,,1.6e-05
588074,588074,Rachelle Verdel,,,0,,0
1730754,1730754,Julia Akkermans,,,0,,0.12
1267108,1267108,Jaap-Peter Enderle,,,0,,0
1280695,1280695,Chris Westendorp,,,0,,9.4e-05
143014,143014,Mischa Kamp,,,0,,9.4e-05
110743,110743,Stephen Boss,,,0,Montgomery - Alabama - USA,1.176953
1278721,1278721,Misha Gabriel,1987-05-13,,0,Ft. Lauderdale - Florida - USA,0.000819
1341648,1341648,Chadd Smith,1982-10-03,,2,"Camarillo, California, USA",0.006026
1341649,1341649,Christopher Scott,,,0,,0
73410,73410,Chaton Anderson,,,1,,1.4e-05
1278722,1278722,Trish Sie,,,0,,1.842578
1178584,1178584,John Swetnam,,,0,,0.167883
1363418,1363418,Jo Yang,,,0,,1e-06
1379277,1379277,Alex Lawther,1995,,2,"Petersfield, Hampshire, England, UK",1.833748
1437582,1437582,Alexa Davies,,,1,,0.326928
1333452,1333452,Orion Lee,,,0,,1e-06
1412288,1412288,Jake Davies,,,0,,0.0016
1363417,1363417,James Graham,,,0,,8.8e-05
1184816,1184816,Morgan Matthews,,,2,,5.7e-05
1416957,1416957,Kriss Landin,,,0,,0
79991,79991,Stephen Kunken,,,2,,0.000823
1285592,1285592,Erin Darke,,,0,Michigan - USA,1e-06
1385486,1385486,Lisa Genova,,,0,,1e-06
176497,176497,Rachel Melvin,1985-02-09,,1,,0.380838
1384708,1384708,Lexi Atkins,1993-02-10,,1,"Champaign, Illinois, USA",3.4e-05
1142822,1142822,Peter Gilroy,,,0,,0.138298
1375917,1375917,Phyllis Katz,,,0,,3e-06
109708,109708,Bill Burr,1968-06-10,,0,"Canton, Massachusetts U.S.",0.010874
85930,85930,John Mayer,1977-10-16,,2,"Bridgeport, Connecticut, USA",0.039033
182636,182636,Jordan Rubin,,,0,,0.002854
216146,216146,Jordan Rubin,,,0,,2.8e-05
1375902,1375902,Al Kaplan,,,2,,0.556
1375904,1375904,Jon Kaplan,,,2,,0.000658
1376091,1376091,Elias Schwarz,,,0,,0.4
1376092,1376092,Lukas Schwarz,,,0,,0.002478
49204,49204,Susanne Wuest,1979-09-26,,1,"Vienna, Austria",0.01332
1623374,1623374,Hans Escher,,,0,,0.034152
1487527,1487527,Elfriede Schatz,,,0,,0.07056
1623375,1623375,Karl Purker,,,0,,0.334313
1623376,1623376,Georg Deliovsky,,,0,,0.168
1623377,1623377,Christian Steindl,,,0,,0.0504
1623378,1623378,Christian Schatz,,,0,,0.4
1623379,1623379,Erwin Schmalzbauer,,,0,,0.179787
1347619,1347619,Severin Fiala,1985-01-01,,2,"Horn, Niederösterreich, Austria",1e-06
1303037,1303037,Taron Egerton,1989-11-10,,2,"Wrexham, North Wales, UK",6.343073
1282054,1282054,Sophie Cookson,1990-05-15,,1,"Sussex, England, UK",1.468118
568657,568657,Sofia Boutella,1982-04-03,,1,"Bab El Oued, Algiers, Algeria",5.635019
78952,78952,Samantha Womack,1972-11-02,,1,"Brighton, East Sussex, England, UK",0.787508
1322314,1322314,Edward Holcroft,1987-06-23,,2,"London, England",0.543095
79241,79241,Dave Gibbons,,,0,,0.000916
1453269,1453269,Lucy Ward,,,1,,0.03485
1282702,1282702,Myriam Charleins,1983-06-12,,0,"Paris,France",8e-06
237881,237881,Sara Giraudeau,,,1,,1e-06
142694,142694,Jonathan Demurger,1988-09-01,,0,"La Rochelle, Charente-Maritime, France",5.6e-05
125411,125411,Nicolas Gob,1982-10-29,,0,"Brussels, Belgium",0.001655
1456035,1456035,Louka Meliava,,,0,,0.001813
1475684,1475684,Sandra Vo-Anh,,,0,,8e-05
1296832,1296832,Diana Elizabeth Torres,,,1,,3.1e-05
4207,4207,Jesus Fuentes,,,0,,0.036
204235,204235,Yutaka Takeuchi,,,0,,0
1296833,1296833,Alejandro Arzciat,,,0,,0
1296834,1296834,Dixon Phillips,,,0,,0
1296835,1296835,Melissa Locsin,,,0,,0.01512
240928,240928,Lane Nishikawa,,,0,,2.8e-05
152414,152414,Anthony Lucero,,,2,,0.000226
1181313,1181313,Maisie Williams,1997-04-15,,1,"Bristol, England, United Kingdom",2.306829
76944,76944,Maxine Peake,1974-07-14,,1,"Westhoughton, Lancashire, England, UK",1.535422
1373737,1373737,Florence Pugh,1996-01-03,,1,"Oxford, England",0.138989
1081875,1081875,Joe Cole,1988-11-28,,2,"Kingston-upon-Thames, London, England",0.22099
1481786,1481786,Anna Burnett,,,0,,2e-06
1481787,1481787,Rose Caton,,,1,,0.014637
1481788,1481788,Lauren McCrostie,,,0,,0.009398
1906027,1906027,Katie Ann Knight,,,0,,0
1906026,1906026,Evie Hooton,,,0,,0.52
163998,163998,Carol Morley,1966-01-14,,1,"Manchester, Greater Manchester, England, UK",1e-06
147041,147041,Raphaël Personnaz,1981-07-23,,2,,0.000468
151180,151180,Isild Le Besco,1982-11-22,,1,"Paris, France",0.000232
1690042,1690042,Claudine Chatel,1951-10-02,,1,,0
1690043,1690043,Anita Gillier,,,1,,0
1522063,1522063,Alex Fondja,,,2,,0.000801
1033625,1033625,Zita Hanrot,,,1,,0.01512
1013150,1013150,Mariken  Halle,,,1,,0
1308445,1308445,Carrie Coon,1981-01-24,,1,"Copley, Ohio, USA",3.823069
1186505,1186505,Emily Ratajkowski,1991-06-07,,1,"Westminster, London, England, UK",3.593804
1194205,1194205,Gillian Flynn,,,1,,1e-05
1423419,1423419,Farryn VanHumbeck,,,1,,0.345837
1411603,1411603,Emily Fonda,,,1,"Sydney, Australia.",1.1e-05
1463648,1463648,Delaney Raye,,,1,,0.4
94797,94797,Dichen Lachman,1982-02-22,,1,Kathmandu - Nepal,1.583951
1223883,1223883,Maurissa Tancharoen,1975-11-28,,0,Los Angeles - California - USA,1.244291
1586696,1586696,Julie Bersani,,,1,,0.001457
1056316,1056316,Anton King,,,0,,0.002477
1262388,1262388,Jay Gallagher,,,0,,0.000759
1326440,1326440,Bianca Bradey,,,1,,1.582514
124573,124573,Leon Burchill,,,0,,0.000672
1361549,1361549,Luke McKenzie,,,0,,0.012446
1361556,1361556,Yure Covich,,,0,,5.9e-05
1361557,1361557,Catherine Terracini,,,0,,0.014225
88381,88381,Keith Agius,,,0,,0.556
1361558,1361558,Berryn Schwerdt,,,0,,0.52
1361559,1361559,Cain Thompson,,,0,,0.000336
1361560,1361560,Beth Aubrey,,,0,,0.56
1361546,1361546,Kiah Roache-Turner,,,0,,0.012447
1361555,1361555,Tristan Roache-Turner,,,0,,0.000197
1106264,1106264,Mirage Moonschein,,,0,,0
1365964,1365964,Dan Caudill,,,0,,0.8
1106266,1106266,Tatom Pender,,,1,,0
1106269,1106269,Kelly O'Neal,,,0,,0.000883
134156,134156,Sam Miller,1962-09-28,,2,Saxmundham - Suffolk - England,0.376296
937024,937024,Aimee Lagos,,,0,,0
235416,235416,Sarah Snook,1987-07-28,,1,Adelaide - South Australia - Australia,2.377091
199432,199432,Jim Knobeloch,1950-03-18,,2,Belleville - Illinois - USA,0.02694
1189135,1189135,Elise Jansen,,,0,,0.01512
152548,152548,Tyler Coppin,1956-11-09,,2,Placer County - California - USA,5.5e-05
126341,126341,Christopher Stollery,1965-08-12,,0,,0.000774
1827482,1827482,Jamie Leslie,,,0,,0
1276759,1276759,Machine Gun Kelly,1990-04-22,,2,"Cleveland, Ohio, USA",0.000118
1673994,1673994,India Jean-Jacques,,,1,,1e-06
45836,45836,Richard L. Fox,,,0,,5.1e-05
1749895,1749895,Shawn Pipkin,,,0,,0.036
1521077,1521077,Kris Smith,,,0,,0.000844
1033252,1033252,Aimee Mullins,1976-07-20,,1,,1e-06
1384876,1384876,Christy Pankhurst,,,0,,0
204108,204108,Alex McGregor,,,0,,1.5e-05
1384871,1384871,David Butler,,,0,,0.4
1073473,1073473,David Clatworthy,,,0,,0.000176
122582,122582,Jake Paltrow,1975-09-26,,2,"Los Angeles, California, USA",0
1441578,1441578,Lina Kurttila,,,0,,0.000972
1441580,1441580,Peggy Sands,,,0,,0
1441581,1441581,Maria Wågensjö,,,0,,0.336
1441582,1441582,Alle Eriksson,,,0,,0
1441577,1441577,Bitte Andersson,,,0,,0.01512
1325961,1325961,Suki Waterhouse,1992-01-05,,1,"Hammersmith, London, England, UK",1.72363
70685,70685,Ger Ryan,,,1,,0.000869
63820,63820,Christian Ditter,1977,,2,,0.475481
